ZCTA5_x,ZCTA5_y,visitor_flows_x
53574,53558,0
53574,53559,0
53574,53562,0
53574,53572,0
53574,53574,0
53574,53575,0
53574,53589,0
53574,53590,0
53574,53593,0
53574,53594,0
53574,53597,0
53574,53598,0
53574,53703,0
53574,53704,0
53574,53705,0
53574,53706,0
53574,53711,0
53574,53713,0
53574,53714,0
53574,53715,0
53574,53716,0
53574,53717,0
53574,53718,0
53574,53719,0
53574,53726,0
53574,53792,0
53574,53925,0
53575,53508,28
53575,53515,1
53575,53516,0
53575,53517,1
53575,53521,57
53575,53523,4
53575,53527,6
53575,53528,9
53575,53529,1
53575,53531,7
53575,53532,6
53575,53534,6
53575,53544,0
53575,53555,0
53575,53558,101
53575,53559,4
53575,53560,2
53575,53562,160
53575,53571,0
53575,53572,10
53575,53574,0
53575,53575,2081
53575,53583,1
53575,53589,318
53575,53590,51
53575,53593,282
53575,53594,0
53575,53597,16
53575,53598,3
53575,53703,135
53575,53704,192
53575,53705,293
53575,53706,21
53575,53711,499
53575,53713,372
53575,53714,65
53575,53715,125
53575,53716,126
53575,53717,107
53575,53718,84
53575,53719,559
53575,53726,4
53575,53792,0
53575,53911,0
53575,53925,0
53583,53508,1
53583,53515,4
53583,53516,0
53583,53517,0
53583,53523,0
53583,53527,0
53583,53528,18
53583,53529,0
53583,53531,0
53583,53532,0
53583,53534,0
53583,53544,0
53583,53555,0
53583,53558,5
53583,53559,0
53583,53560,7
53583,53562,25
53583,53571,0
53583,53572,24
53583,53574,0
53583,53575,8
53583,53583,6
53583,53589,0
53583,53590,0
53583,53593,11
53583,53597,10
53583,53598,0
53583,53703,0
53583,53704,2
53583,53705,11
53583,53706,0
53583,53711,8
53583,53713,2
53583,53714,0
53583,53715,9
53583,53716,0
53583,53717,15
53583,53718,2
53583,53719,22
53583,53726,0
53583,53792,0
53583,53911,0
53589,53508,8
53589,53515,0
53589,53516,0
53589,53517,0
53589,53521,85
53589,53523,16
53589,53527,92
53589,53528,3
53589,53529,2
53589,53531,31
53589,53532,21
53589,53534,20
53589,53544,0
53589,53555,0
53589,53558,183
53589,53559,2
53589,53560,1
53589,53562,58
53589,53571,0
53589,53572,5
53589,53574,0
53589,53575,332
53589,53583,0
53589,53589,2196
53589,53590,168
53589,53593,59
53589,53594,0
53589,53597,5
53589,53598,4
53589,53703,64
53589,53704,422
53589,53705,145
53589,53706,21
53589,53711,164
53589,53713,242
53589,53714,67
53589,53715,94
53589,53716,269
53589,53717,32
53589,53718,154
53589,53719,153
53589,53726,1
53589,53792,0
53589,53911,0
53589,53925,0
53590,53508,2
53590,53515,2
53590,53516,0
53590,53517,2
53590,53521,3
53590,53523,12
53590,53527,120
53590,53528,16
53590,53529,32
53590,53531,19
53590,53532,329
53590,53534,2
53590,53544,0
53590,53555,5
53590,53558,72
53590,53559,85
53590,53560,5
53590,53562,137
53590,53571,2
53590,53572,6
53590,53574,0
53590,53575,29
53590,53583,1
53590,53589,33
53590,53590,7299
53590,53593,78
53590,53594,1
53590,53597,250
53590,53598,48
53590,53703,330
53590,53704,2095
53590,53705,269
53590,53706,40
53590,53711,205
53590,53713,261
53590,53714,335
53590,53715,230
53590,53716,263
53590,53717,80
53590,53718,833
53590,53719,138
53590,53726,12
53590,53792,0
53590,53911,0
53590,53925,1
53593,53508,26
53593,53515,3
53593,53516,0
53593,53517,4
53593,53521,0
53593,53523,2
53593,53527,1
53593,53528,52
53593,53529,1
53593,53531,5
53593,53532,20
53593,53534,0
53593,53544,0
53593,53555,0
53593,53558,29
53593,53559,3
53593,53560,8
53593,53562,778
53593,53571,0
53593,53572,136
53593,53574,0
53593,53575,124
53593,53583,3
53593,53589,27
53593,53590,106
53593,53593,1501
53593,53594,0
53593,53597,61
53593,53598,2
53593,53703,132
53593,53704,144
53593,53705,606
53593,53706,25
53593,53711,817
53593,53713,204
53593,53714,15
53593,53715,190
53593,53716,56
53593,53717,553
53593,53718,38
53593,53719,1578
53593,53726,13
53593,53792,0
53593,53911,0
53593,53925,0
53594,53508,0
53594,53515,0
53594,53517,0
53594,53521,0
53594,53523,0
53594,53527,1
53594,53528,0
53594,53529,0
53594,53531,0
53594,53532,0
53594,53534,0
53594,53555,0
53594,53558,0
53594,53559,14
53594,53562,0
53594,53571,0
53594,53572,0
53594,53575,0
53594,53589,0
53594,53590,15
53594,53593,0
53594,53594,0
53594,53597,0
53594,53598,0
53594,53703,0
53594,53704,4
53594,53705,0
53594,53706,0
53594,53711,0
53594,53713,0
53594,53714,0
53594,53715,0
53594,53716,0
53594,53717,0
53594,53718,1
53594,53719,0
53594,53726,0
53594,53792,0
53594,53911,0
53594,53925,0
53597,53508,0
53597,53515,1
53597,53516,0
53597,53517,1
53597,53521,2
53597,53523,5
53597,53527,4
53597,53528,32
53597,53529,34
53597,53531,8
53597,53532,221
53597,53534,3
53597,53544,0
53597,53555,6
53597,53558,21
53597,53559,2
53597,53560,2
53597,53562,568
53597,53571,2
53597,53572,9
53597,53574,0
53597,53575,12
53597,53583,2
53597,53589,2
53597,53590,368
53597,53593,176
53597,53594,0
53597,53597,2775
53597,53598,41
53597,53703,147
53597,53704,645
53597,53705,362
53597,53706,38
53597,53711,227
53597,53713,55
53597,53714,69
53597,53715,127
53597,53716,53
53597,53717,233
53597,53718,145
53597,53719,341
53597,53726,10
53597,53792,0
53597,53911,0
53597,53925,0
53598,53508,0
53598,53515,0
53598,53516,0
53598,53517,0
53598,53521,0
53598,53523,0
53598,53527,3
53598,53528,2
53598,53529,23
53598,53531,1
53598,53532,236
53598,53534,0
53598,53544,0
53598,53555,6
53598,53558,1
53598,53559,2
53598,53560,0
53598,53562,25
53598,53571,3
53598,53572,0
53598,53574,0
53598,53575,2
53598,53583,0
53598,53589,7
53598,53590,195
53598,53593,11
53598,53594,0
53598,53597,106
53598,53598,34
53598,53703,20
53598,53704,164
53598,53705,43
53598,53706,2
53598,53711,27
53598,53713,32
53598,53714,23
53598,53715,17
53598,53716,17
53598,53717,14
53598,53718,60
53598,53719,21
53598,53726,1
53598,53792,0
53598,53911,0
53598,53925,0
53703,53508,0
53703,53521,0
53703,53523,5
53703,53527,8
53703,53528,0
53703,53529,0
53703,53531,8
53703,53532,6
53703,53534,0
53703,53555,0
53703,53558,13
53703,53559,3
53703,53562,49
53703,53571,0
53703,53572,1
53703,53575,12
53703,53589,17
53703,53590,62
53703,53593,38
53703,53594,0
53703,53597,10
53703,53598,0
53703,53703,3568
53703,53704,764
53703,53705,593
53703,53706,2940
53703,53711,391
53703,53713,216
53703,53714,68
53703,53715,2408
53703,53716,40
53703,53717,45
53703,53718,33
53703,53719,250
53703,53726,67
53703,53792,0
53703,53911,0
53703,53925,0
53704,53508,0
53704,53515,0
53704,53521,1
53704,53523,10
53704,53527,36
53704,53528,4
53704,53529,9
53704,53531,19
53704,53532,68
53704,53534,5
53704,53555,1
53704,53558,63
53704,53559,0
53704,53560,0
53704,53562,163
53704,53571,0
53704,53572,16
53704,53575,22
53704,53583,0
53704,53589,33
53704,53590,527
53704,53593,59
53704,53594,0
53704,53597,436
53704,53598,12
53704,53703,565
53704,53704,4300
53704,53705,318
53704,53706,97
53704,53711,273
53704,53713,249
53704,53714,691
53704,53715,273
53704,53716,372
53704,53717,77
53704,53718,178
53704,53719,165
53704,53726,10
53704,53792,0
53704,53911,0
53704,53925,0
53705,53508,2
53705,53515,0
53705,53516,0
53705,53517,1
53705,53523,0
53705,53527,5
53705,53528,0
53705,53529,0
53705,53531,0
53705,53532,1
53705,53534,0
53705,53544,0
53705,53555,0
53705,53558,5
53705,53559,0
53705,53560,0
53705,53562,154
53705,53571,0
53705,53572,20
53705,53574,0
53705,53575,14
53705,53583,0
53705,53589,13
53705,53590,41
53705,53593,47
53705,53597,18
53705,53598,1
53705,53703,206
53705,53704,86
53705,53705,1039
53705,53706,166
53705,53711,384
53705,53713,65
53705,53714,14
53705,53715,226
53705,53716,29
53705,53717,198
53705,53718,12
53705,53719,283
53705,53726,71
53705,53792,0
53705,53911,0
53706,53508,0
53706,53515,0
53706,53521,0
53706,53523,1
53706,53528,0
53706,53529,0
53706,53531,3
53706,53532,0
53706,53534,0
53706,53558,0
53706,53559,0
53706,53560,0
53706,53562,17
53706,53572,0
53706,53575,2
53706,53583,0
53706,53589,1
53706,53590,13
53706,53593,6
53706,53597,0
53706,53598,0
53706,53703,1265
53706,53704,84
53706,53705,253
53706,53706,2680
53706,53711,179
53706,53713,33
53706,53714,8
53706,53715,1369
53706,53716,5
53706,53717,28
53706,53718,4
53706,53719,61
53706,53726,35
53706,53792,0
53711,53508,6
53711,53515,1
53711,53516,0
53711,53517,3
53711,53521,4
53711,53523,6
53711,53527,11
53711,53528,35
53711,53529,1
53711,53531,10
53711,53532,8
53711,53534,0
53711,53544,0
53711,53555,0
53711,53558,87
53711,53559,1
53711,53560,2
53711,53562,266
53711,53571,0
53711,53572,26
53711,53574,0
53711,53575,167
53711,53583,1
53711,53589,64
53711,53590,112
53711,53593,382
53711,53594,0
53711,53597,27
53711,53598,4
53711,53703,380
53711,53704,421
53711,53705,1170
53711,53706,242
53711,53711,2397
53711,53713,757
53711,53714,77
53711,53715,638
53711,53716,128
53711,53717,399
53711,53718,102
53711,53719,1424
53711,53726,104
53711,53792,0
53711,53911,0
53711,53925,0
53713,53508,2
53713,53515,0
53713,53516,0
53713,53517,0
53713,53521,1
53713,53523,1
53713,53527,11
53713,53528,20
53713,53529,1
53713,53531,3
53713,53532,16
53713,53534,3
53713,53544,0
53713,53555,0
53713,53558,53
53713,53559,0
53713,53560,0
53713,53562,131
53713,53571,0
53713,53572,8
53713,53574,0
53713,53575,28
53713,53583,1
53713,53589,22
53713,53590,92
53713,53593,100
53713,53597,12
53713,53598,3
53713,53703,167
53713,53704,455
53713,53705,303
53713,53706,48
53713,53711,826
53713,53713,1397
53713,53714,147
53713,53715,229
53713,53716,330
53713,53717,129
53713,53718,106
53713,53719,435
53713,53726,25
53713,53792,0
53713,53911,0
53713,53925,0
53714,53508,0
53714,53515,0
53714,53521,1
53714,53523,0
53714,53527,6
53714,53528,3
53714,53529,0
53714,53531,0
53714,53532,20
53714,53534,0
53714,53555,0
53714,53558,15
53714,53559,4
53714,53562,21
53714,53571,0
53714,53572,0
53714,53575,12
53714,53589,6
53714,53590,189
53714,53593,7
53714,53594,0
53714,53597,18
53714,53598,4
53714,53703,143
53714,53704,1071
53714,53705,89
53714,53706,14
53714,53711,69
53714,53713,132
53714,53714,641
53714,53715,102
53714,53716,399
53714,53717,26
53714,53718,119
53714,53719,85
53714,53726,0
53714,53792,0
53714,53911,0
53714,53925,0
53715,53508,0
53715,53515,2
53715,53521,1
53715,53523,3
53715,53528,3
53715,53529,0
53715,53531,6
53715,53532,1
53715,53534,0
53715,53555,0
53715,53558,18
53715,53559,2
53715,53560,4
53715,53562,41
53715,53571,0
53715,53572,3
53715,53575,6
53715,53583,0
53715,53589,5
53715,53590,23
53715,53593,21
53715,53594,0
53715,53597,2
53715,53598,0
53715,53703,1258
53715,53704,178
53715,53705,410
53715,53706,1689
53715,53711,395
53715,53713,143
53715,53714,32
53715,53715,1896
53715,53716,16
53715,53717,40
53715,53718,17
53715,53719,157
53715,53726,66
53715,53792,0
53715,53911,0
53715,53925,0
53716,53508,0
53716,53515,3
53716,53516,0
53716,53517,0
53716,53521,0
53716,53523,3
53716,53527,73
53716,53528,0
53716,53529,3
53716,53531,6
53716,53532,15
53716,53534,0
53716,53544,0
53716,53555,0
53716,53558,93
53716,53559,6
53716,53560,7
53716,53562,35
53716,53571,0
53716,53572,14
53716,53574,0
53716,53575,7
53716,53583,0
53716,53589,41
53716,53590,117
53716,53593,30
53716,53594,0
53716,53597,25
53716,53598,5
53716,53703,175
53716,53704,606
53716,53705,105
53716,53706,24
53716,53711,122
53716,53713,258
53716,53714,283
53716,53715,57
53716,53716,1035
53716,53717,33
53716,53718,230
53716,53719,109
53716,53726,6
53716,53792,0
53716,53911,0
53716,53925,0
53717,53508,1
53717,53515,4
53717,53516,0
53717,53517,1
53717,53521,0
53717,53523,2
53717,53527,4
53717,53528,22
53717,53529,2
53717,53531,4
53717,53532,15
53717,53534,0
53717,53544,0
53717,53555,0
53717,53558,10
53717,53559,0
53717,53560,8
53717,53562,495
53717,53571,0
53717,53572,5
53717,53574,0
53717,53575,20
53717,53583,3
53717,53589,4
53717,53590,19
53717,53593,158
53717,53597,34
53717,53598,3
53717,53703,93
53717,53704,115
53717,53705,405
53717,53706,34
53717,53711,333
53717,53713,72
53717,53714,24
53717,53715,93
53717,53716,40
53717,53717,544
53717,53718,16
53717,53719,469
53717,53726,12
53717,53792,0
53717,53911,0
53717,53925,0
53718,53508,1
53718,53515,1
53718,53516,0
53718,53517,0
53718,53521,7
53718,53523,15
53718,53527,96
53718,53528,0
53718,53529,5
53718,53531,25
53718,53532,59
53718,53534,1
53718,53544,0
53718,53555,1
53718,53558,276
53718,53559,4
53718,53560,3
53718,53562,54
53718,53571,0
53718,53572,11
53718,53574,0
53718,53575,24
53718,53583,0
53718,53589,63
53718,53590,681
53718,53593,34
53718,53594,0
53718,53597,43
53718,53598,9
53718,53703,165
53718,53704,923
53718,53705,158
53718,53706,47
53718,53711,126
53718,53713,152
53718,53714,252
53718,53715,102
53718,53716,421
53718,53717,27
53718,53718,523
53718,53719,71
53718,53726,6
53718,53792,0
53718,53911,0
53718,53925,0
53719,53508,7
53719,53515,1
53719,53516,0
53719,53517,2
53719,53521,2
53719,53523,5
