,ZCTA5,ALAND10,AWATER10,geometry,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT,ct,county_x,date,positive,county_y,risk
0,53792,54498,0,"POLYGON ((-89.43191999999999 43.078818, -89.430909 43.078796, -89.429852 43.078393, -89.429293 43.077917, -89.42892499999999 43.077101, -89.42888599999999 43.076556, -89.43212899999999 43.07656, -89.43191999999999 43.078818))",55,25,3200,55025003200,0,0,52522,52522,0,0,52522,52522,2778,1256,2439889,2382471,0.0,0.0,100.0,100.0,0.0,0.0,2.15,2.2,55025003200,55025,2021-12-08T20:00:00Z,91,55025,low
1,53726,1288408,0,"POLYGON ((-89.42899299999999 43.067976, -89.428636 43.068405, -89.42888599999999 43.076556, -89.42892499999999 43.077101, -89.426735 43.076969999999996, -89.424932 43.07645, -89.425114 43.073246, -89.419777 43.073986999999995, -89.414345 43.074135, -89.41338499999999 43.073443999999995, -89.413901 43.073425, -89.413905 43.067802, -89.42178799999999 43.065580999999995, -89.42300399999999 43.065101999999996, -89.428805 43.060784999999996, -89.42899299999999 43.067976))",55,25,3200,55025003200,0,0,126798,126798,5177,2339,1287131,1287131,2778,1256,2439889,2382471,0.0,0.0,9.85,9.85,0.0,0.0,5.2,5.32,55025003200,55025,2021-12-08T20:00:00Z,91,55025,low
2,53705,17032642,63779,"POLYGON ((-89.502282 43.068421, -89.496698 43.068433, -89.497365 43.070122999999995, -89.498541 43.070111, -89.499073 43.073372, -89.498277 43.075696, -89.495234 43.076012, -89.494345 43.077331, -89.492359 43.077732999999995, -89.492515 43.082471, -89.49223599999999 43.086075, -89.489865 43.086071, -89.488182 43.085007, -89.487284 43.085418, -89.487225 43.087613, -89.49108299999999 43.090139, -89.48879199999999 43.091629999999995, -89.4842 43.088612, -89.48414199999999 43.09119, -89.485545 43.091649, -89.485789 43.094594, -89.48239699999999 43.094511, -89.47970199999999 43.090692999999995, -89.472184 43.086649, -89.472393 43.085592999999996, -89.469359 43.082815, -89.469848 43.080729, -89.467624 43.082232, -89.464339 43.081046, -89.458029 43.081402, -89.452637 43.083419, -89.445976 43.08719, -89.44099 43.088851999999996, -89.437113 43.090737, -89.43069899999999 43.092692, -89.426654 43.088729, -89.424522 43.087523999999995, -89.42142199999999 43.087252, -89.418487 43.087773, -89.415233 43.089928, -89.416056 43.088377, -89.42103499999999 43.086043, -89.42483999999999 43.08547, -89.42796 43.083546, -89.428118 43.082679, -89.426918 43.083526, -89.42635299999999 43.081378, -89.422735 43.078446, -89.42147299999999 43.078176, -89.42097 43.078222, -89.42120299999999 43.077881, -89.421514 43.076577, -89.424932 43.07645, -89.426735 43.076969999999996, -89.42892499999999 43.077101, -89.429293 43.077917, -89.429852 43.078393, -89.430909 43.078796, -89.43191999999999 43.078818, -89.43212899999999 43.07656, -89.42888599999999 43.076556, -89.428636 43.068405, -89.42899299999999 43.067976, -89.43869099999999 43.060829, -89.451132 43.06082, -89.45548199999999 43.059635, -89.455578 43.060866, -89.472121 43.060877999999995, -89.47846 43.060843, -89.478051 43.058355, -89.48042099999999 43.056723, -89.48075899999999 43.055910999999995, -89.48168299999999 43.055904999999996, -89.48498099999999 43.054778999999996, -89.486007 43.053512999999995, -89.488012 43.053585999999996, -89.489854 43.054744, -89.491433 43.054787999999995, -89.49143699999999 43.056332, -89.48964 43.056984, -89.492008 43.057736999999996, -89.492 43.060795, -89.502755 43.060697999999995, -89.502282 43.068421))",55,25,3200,55025003200,2778,1256,2260569,2203151,23494,12224,17113006,17049538,2778,1256,2439889,2382471,11.82,10.27,13.21,12.92,100.0,100.0,92.65,92.47,55025003200,55025,2021-12-08T20:00:00Z,91,55025,low
3,53583,197458833,9421762,"MULTIPOLYGON (((-89.928252 43.2693, -89.927623 43.269278, -89.927189 43.269279, -89.92719699999999 43.263928, -89.92720299999999 43.263808, -89.928356 43.263842, -89.928252 43.2693)), ((-90.007593 43.19495, -90.00486599999999 43.195431, -90.002459 43.197362999999996, -89.999573 43.198935, -89.99892899999999 43.200212, -89.99479199999999 43.200671, -89.990043 43.2027, -89.980711 43.204460999999995, -89.977172 43.204550999999995, -89.97470799999999 43.203942999999995, -89.968571 43.201751, -89.961837 43.201636, -89.957955 43.200185, -89.95195 43.198749, -89.947805 43.197384, -89.944142 43.197246, -89.94143199999999 43.198147, -89.938873 43.200455999999996, -89.937232 43.201242, -89.93324299999999 43.201082, -89.929408 43.198961, -89.926075 43.198156, -89.921605 43.197852, -89.919332 43.198178999999996, -89.917087 43.199251, -89.914267 43.199448, -89.90849899999999 43.198011, -89.903958 43.198644, -89.90170599999999 43.199594, -89.89644799999999 43.201026999999996, -89.89655499999999 43.212164, -89.905118 43.212146999999995, -89.905107 43.20859, -89.909251 43.20859, -89.909273 43.205602999999996, -89.91108799999999 43.205599, -89.911104 43.211712, -89.91484299999999 43.211695, -89.91484299999999 43.214023, -89.90665 43.220583999999995, -89.91375599999999 43.22303, -89.915674 43.224135, -89.915644 43.226057, -89.91781999999999 43.229524, -89.91851799999999 43.232074, -89.92074699999999 43.231777, -89.922466 43.229918999999995, -89.925607 43.229746, -89.92880000000001 43.230688, -89.9291 43.242072, -89.930194 43.251138, -89.929923 43.254089, -89.928663 43.257498999999996, -89.927301 43.259282999999996, -89.92720299999999 43.263808, -89.92088299999999 43.263707, -89.91922 43.264444, -89.912283 43.265066, -89.907501 43.263633, -89.903151 43.263614, -89.90266199999999 43.265128999999995, -89.904269 43.267776, -89.904804 43.272234999999995, -89.90463799999999 43.274023, -89.9165 43.276491, -89.91954299999999 43.277755, -89.927179 43.273745999999996, -89.927177 43.271046, -89.928377 43.271184999999996, -89.93027099999999 43.269994, -89.932268 43.270317999999996, -89.933067 43.269552999999995, -89.93574699999999 43.270207, -89.940703 43.268764999999995, -89.948565 43.269006999999995, -89.952308 43.26717, -89.955055 43.267164, -89.954955 43.258983, -89.957246 43.259463, -89.958506 43.257490999999995, -89.959076 43.258483, -89.96031599999999 43.257771999999996, -89.960515 43.259944, -89.965991 43.261759, -89.967934 43.262954, -89.96882699999999 43.264748, -89.96884299999999 43.26954, -89.971068 43.27108, -89.97536099999999 43.27314, -89.978492 43.275037, -89.97860999999999 43.292727, -89.932093 43.293236, -89.93236499999999 43.301649, -89.925798 43.299875, -89.92267299999999 43.300422999999995, -89.925264 43.300394999999995, -89.927729 43.30233, -89.933425 43.303709999999995, -89.934674 43.305690999999996, -89.93659099999999 43.305251999999996, -89.94138 43.307341, -89.94175399999999 43.308688, -89.943632 43.309854, -89.945448 43.312069, -89.944856 43.314568, -89.94805 43.316455999999995, -89.94968 43.318957999999995, -89.950498 43.323978, -89.949529 43.325298, -89.950125 43.327011, -89.94959899999999 43.329656, -89.94827 43.328523999999994, -89.94706699999999 43.325911999999995, -89.947064 43.319629, -89.94608 43.317948, -89.943857 43.317563, -89.939886 43.317498, -89.93571999999999 43.316866, -89.933771 43.317254, -89.932177 43.31905, -89.928744 43.321818, -89.924786 43.322379, -89.922615 43.321917, -89.91896299999999 43.318483, -89.916923 43.318145, -89.914903 43.318529, -89.90892099999999 43.318616999999996, -89.899272 43.316728, -89.897807 43.316114, -89.89745099999999 43.315383999999995, -89.897392 43.307787999999995, -89.887451 43.307714, -89.887345 43.300607, -89.877601 43.30056, -89.877667 43.296972, -89.875123 43.295643, -89.871042 43.294432, -89.86935 43.29217, -89.86500000000001 43.291143, -89.860494 43.290894, -89.859521 43.286986, -89.857862 43.286324, -89.85664 43.283719, -89.852665 43.281822999999996, -89.851576 43.279880999999996, -89.84792399999999 43.279408, -89.846627 43.279934999999995, -89.845736 43.281703, -89.843003 43.281566, -89.8431 43.278777, -89.839339 43.278116, -89.834865 43.278130999999995, -89.83414599999999 43.276371, -89.832636 43.275332, -89.83209699999999 43.273039999999995, -89.830477 43.273233, -89.830249 43.271176, -89.827469 43.270852, -89.82578199999999 43.271235999999995, -89.824564 43.269771999999996, -89.822323 43.269456999999996, -89.81967399999999 43.270554999999995, -89.81446299999999 43.271678, -89.811174 43.269763, -89.812305 43.268394, -89.807768 43.267893, -89.808264 43.265647, -89.805471 43.263599, -89.806388 43.262381999999995, -89.80465 43.261469, -89.80404899999999 43.263301, -89.809437 43.278186, -89.78616699999999 43.278225, -89.785445 43.275299, -89.786754 43.273454, -89.784813 43.270998999999996, -89.77898599999999 43.271004999999995, -89.778922 43.27711, -89.75908299999999 43.275709, -89.759041 43.28176, -89.749161 43.281811, -89.73924699999999 43.281897, -89.71791499999999 43.282064999999996, -89.715218 43.282092999999996, -89.71325399999999 43.282092, -89.71688499999999 43.289412999999996, -89.720463 43.293084, -89.659567 43.293139, -89.640548 43.293093999999996, -89.64048299999999 43.302609, -89.635578 43.302647, -89.635593 43.29314, -89.64046499999999 43.293, -89.640164 43.292162, -89.637501 43.29127, -89.637643 43.28929, -89.63435799999999 43.288388999999995, -89.63388599999999 43.287554, -89.634339 43.282485, -89.635429 43.280775999999996, -89.635485 43.273288, -89.634266 43.273844, -89.621287 43.274913, -89.61820399999999 43.274575, -89.612617 43.274660999999995, -89.61128 43.274195999999996, -89.610035 43.272555, -89.604466 43.270407999999996, -89.60059199999999 43.269962, -89.600563 43.242213, -89.600661 43.228592, -89.604192 43.227706999999995, -89.61157 43.227607, -89.61876 43.228237, -89.62023599999999 43.227891, -89.620486 43.220746999999996, -89.62494699999999 43.220453, -89.631481 43.221399, -89.64027999999999 43.221419999999995, -89.640402 43.234131, -89.635592 43.241125, -89.63551199999999 43.2427, -89.637086 43.242193, -89.641075 43.242201, -89.644375 43.241568, -89.648697 43.242202999999996, -89.664645 43.242135999999995, -89.661586 43.236056, -89.66041299999999 43.230610999999996, -89.660311 43.213195999999996, -89.67440099999999 43.213229999999996, -89.68004599999999 43.210552, -89.68003499999999 43.217045, -89.699856 43.217118, -89.699884 43.209714999999996, -89.709453 43.20955, -89.70941599999999 43.22011, -89.71423 43.22013, -89.714142 43.224014, -89.71976099999999 43.224025, -89.719746 43.249455, -89.721631 43.249424, -89.726503 43.249367, -89.71984599999999 43.25694, -89.71981199999999 43.269988999999995, -89.72113399999999 43.268462, -89.723215 43.266321999999995, -89.72661699999999 43.264948, -89.729202 43.261165999999996, -89.732395 43.258066, -89.737774 43.255376, -89.74383 43.253755, -89.746735 43.251522, -89.748318 43.249376999999996, -89.750322 43.247854, -89.75220999999999 43.247330999999996, -89.75594 43.24772, -89.76056 43.248844, -89.763104 43.247817, -89.766042 43.243781, -89.772886 43.239576, -89.77423999999999 43.239276, -89.78138899999999 43.238737, -89.78579599999999 43.238628999999996, -89.791483 43.238876, -89.797057 43.239408, -89.80237 43.23939, -89.805078 43.238942, -89.808785 43.237443, -89.812044 43.234151999999995, -89.813681 43.227669, -89.820675 43.222409, -89.826078 43.216825, -89.828656 43.21351, -89.828514 43.212294, -89.829577 43.211028, -89.833635 43.209087, -89.838135 43.206057, -89.841973 43.202473999999995, -89.851294 43.198436, -89.854466 43.197689, -89.85888899999999 43.195581, -89.864175 43.19515, -89.86613799999999 43.194652, -89.867932 43.194880999999995, -89.87004999999999 43.196217999999995, -89.876421 43.196515999999995, -89.88234899999999 43.195301, -89.890175 43.191770999999996, -89.89372399999999 43.190449, -89.903925 43.18814, -89.908513 43.188082, -89.916018 43.188918, -89.921773 43.18913, -89.928544 43.190705, -89.931613 43.191165, -89.93749799999999 43.191305, -89.94049299999999 43.191626, -89.949844 43.193444, -89.952461 43.193273, -89.956017 43.192509, -89.959696 43.19219, -89.966239 43.192366, -89.967889 43.192107, -89.97006999999999 43.192800000000005, -89.97720000000001 43.193918, -89.982711 43.195628, -89.98991099999999 43.195679, -89.994771 43.195353999999995, -89.994784 43.19811, -89.999299 43.197283999999996, -90.00639799999999 43.194224999999996, -90.0091 43.193605999999996, -90.007593 43.19495)))",55,21,970800,55021970800,53,61,422828,277581,5747,2490,206829242,197427721,5605,2692,128435708,122928878,0.92,2.45,0.2,0.14,0.95,2.27,0.33,0.23,55021970800,55021,2021-12-08T20:00:00Z,706,55021,high
4,53555,206488661,17807584,"POLYGON ((-89.69496699999999 43.310359999999996, -89.695033 43.321374999999996, -89.69202299999999 43.322814, -89.691099 43.32993, -89.691063 43.332508999999995, -89.690208 43.334596, -89.688296 43.336383999999995, -89.684991 43.336487999999996, -89.685034 43.346741, -89.685752 43.348115, -89.684755 43.351532999999996, -89.682863 43.35228, -89.68430599999999 43.355405999999995, -89.68120499999999 43.358038, -89.67926899999999 43.360185, -89.677613 43.361197, -89.67034199999999 43.361776, -89.668329 43.361504, -89.66234299999999 43.360036, -89.655755 43.359821, -89.64497 43.361881, -89.631373 43.365395, -89.623603 43.367833999999995, -89.61739399999999 43.370399, -89.608858 43.374986, -89.600719 43.380005999999995, -89.600729 43.380607, -89.562468 43.393589, -89.560739 43.395005999999995, -89.558403 43.380846, -89.48162599999999 43.381232999999995, -89.48148499999999 43.374846, -89.48166499999999 43.370309, -89.46231999999999 43.370678, -89.462515 43.367025, -89.45988 43.36716, -89.45933099999999 43.352430999999996, -89.422674 43.352398, -89.422708 43.337762, -89.442635 43.337697999999996, -89.442714 43.322519, -89.444519 43.320586999999996, -89.441689 43.317643, -89.439285 43.315894, -89.424095 43.315996, -89.425051 43.311572, -89.42454699999999 43.309109, -89.42259299999999 43.308704999999996, -89.42248599999999 43.299909, -89.420575 43.297005, -89.41757 43.29417, -89.521774 43.293741999999995, -89.52174 43.292468, -89.52009699999999 43.289916999999996, -89.511457 43.279332, -89.511157 43.272256, -89.521244 43.272224, -89.521045 43.254397, -89.51968199999999 43.251897, -89.520923 43.250433, -89.536667 43.25018, -89.540927 43.250361999999996, -89.540988 43.235583, -89.568474 43.235284, -89.57265799999999 43.240116, -89.573775 43.242492, -89.600563 43.242213, -89.60059199999999 43.269962, -89.604466 43.270407999999996, -89.610035 43.272555, -89.61128 43.274195999999996, -89.612617 43.274660999999995, -89.61820399999999 43.274575, -89.621287 43.274913, -89.634266 43.273844, -89.635485 43.273288, -89.635429 43.280775999999996, -89.634339 43.282485, -89.63388599999999 43.287554, -89.63435799999999 43.288388999999995, -89.637643 43.28929, -89.637501 43.29127, -89.640164 43.292162, -89.64046499999999 43.293, -89.635593 43.29314, -89.635578 43.302647, -89.64048299999999 43.302609, -89.640548 43.293093999999996, -89.659567 43.293139, -89.66050899999999 43.296766, -89.661975 43.298431, -89.660364 43.300253, -89.66023799999999 43.306554999999996, -89.66595199999999 43.303824, -89.66737599999999 43.304252999999996, -89.66928899999999 43.307762, -89.673895 43.310182999999995, -89.675358 43.310074, -89.679681 43.307745, -89.69184399999999 43.307582, -89.69531599999999 43.307198, -89.69496699999999 43.310359999999996))",55,21,970800,55021970800,4858,2335,112703884,109054098,8465,4127,224339767,206539537,5605,2692,128435708,122928878,57.39,56.58,50.24,52.8,86.67,86.74,87.75,88.71,55021970800,55021,2021-12-08T20:00:00Z,706,55021,high
5,53578,127514763,2989353,"POLYGON ((-89.899261 43.326347999999996, -89.891891 43.330017, -89.88738 43.334011, -89.88707099999999 43.338888, -89.881052 43.336766999999995, -89.87742399999999 43.335865999999996, -89.877448 43.330729999999996, -89.876009 43.329678, -89.873798 43.326702999999995, -89.86800199999999 43.322615, -89.864026 43.322114, -89.86183299999999 43.319738, -89.861142 43.317612, -89.857948 43.315557, -89.856633 43.31558, -89.85472399999999 43.313824, -89.853793 43.310764, -89.849626 43.312531, -89.847909 43.314659, -89.847715 43.318459999999995, -89.837688 43.318377, -89.836959 43.358259, -89.83295199999999 43.358275, -89.833192 43.351434999999995, -89.832786 43.348589, -89.834611 43.345814999999995, -89.831972 43.342957999999996, -89.82821899999999 43.340221, -89.82846699999999 43.336501999999996, -89.82722299999999 43.337765999999995, -89.82574 43.340697, -89.825687 43.342254, -89.8242 43.344429999999996, -89.82392999999999 43.346444999999996, -89.80318899999999 43.347076, -89.796391 43.349565999999996, -89.793506 43.351768, -89.79157699999999 43.351817, -89.78763 43.353553, -89.789102 43.353967999999995, -89.790228 43.356443, -89.791837 43.358098999999996, -89.77619899999999 43.358179, -89.76894899999999 43.357811, -89.768405 43.382805, -89.76746399999999 43.387451, -89.76850999999999 43.390722, -89.76589299999999 43.390737, -89.765647 43.396477, -89.759372 43.396454999999996, -89.758319 43.397621, -89.75438299999999 43.397656, -89.75437199999999 43.40188, -89.750447 43.401880999999996, -89.75048 43.397583, -89.746957 43.397591999999996, -89.74766 43.401793999999995, -89.740406 43.401815, -89.740366 43.397324999999995, -89.72932899999999 43.397324999999995, -89.729402 43.391223, -89.718953 43.391099, -89.71929 43.331323999999995, -89.720461 43.329789999999996, -89.726826 43.329768, -89.726974 43.325683, -89.721766 43.325645, -89.718628 43.327693, -89.71772 43.327655, -89.71731799999999 43.325761, -89.7193 43.324825999999995, -89.719304 43.322027, -89.716358 43.32203, -89.706954 43.327399, -89.705328 43.328758, -89.70383199999999 43.330296, -89.696393 43.342151, -89.690371 43.34917, -89.68430599999999 43.355405999999995, -89.682863 43.35228, -89.684755 43.351532999999996, -89.685752 43.348115, -89.685034 43.346741, -89.684991 43.336487999999996, -89.688296 43.336383999999995, -89.690208 43.334596, -89.691063 43.332508999999995, -89.691099 43.32993, -89.69202299999999 43.322814, -89.695033 43.321374999999996, -89.69496699999999 43.310359999999996, -89.69531599999999 43.307198, -89.69184399999999 43.307582, -89.679681 43.307745, -89.675358 43.310074, -89.673895 43.310182999999995, -89.66928899999999 43.307762, -89.66737599999999 43.304252999999996, -89.66595199999999 43.303824, -89.66023799999999 43.306554999999996, -89.660364 43.300253, -89.661975 43.298431, -89.66050899999999 43.296766, -89.659567 43.293139, -89.720463 43.293084, -89.71688499999999 43.289412999999996, -89.71325399999999 43.282092, -89.715218 43.282092999999996, -89.71791499999999 43.282064999999996, -89.73924699999999 43.281897, -89.749161 43.281811, -89.759041 43.28176, -89.75908299999999 43.275709, -89.778922 43.27711, -89.77898599999999 43.271004999999995, -89.784813 43.270998999999996, -89.786754 43.273454, -89.785445 43.275299, -89.78616699999999 43.278225, -89.809437 43.278186, -89.80404899999999 43.263301, -89.80465 43.261469, -89.806388 43.262381999999995, -89.805471 43.263599, -89.808264 43.265647, -89.807768 43.267893, -89.812305 43.268394, -89.811174 43.269763, -89.81446299999999 43.271678, -89.81967399999999 43.270554999999995, -89.822323 43.269456999999996, -89.824564 43.269771999999996, -89.82578199999999 43.271235999999995, -89.827469 43.270852, -89.830249 43.271176, -89.830477 43.273233, -89.83209699999999 43.273039999999995, -89.832636 43.275332, -89.83414599999999 43.276371, -89.834865 43.278130999999995, -89.839339 43.278116, -89.8431 43.278777, -89.843003 43.281566, -89.845736 43.281703, -89.846627 43.279934999999995, -89.84792399999999 43.279408, -89.851576 43.279880999999996, -89.852665 43.281822999999996, -89.85664 43.283719, -89.857862 43.286324, -89.859521 43.286986, -89.860494 43.290894, -89.86500000000001 43.291143, -89.86935 43.29217, -89.871042 43.294432, -89.875123 43.295643, -89.877667 43.296972, -89.877601 43.30056, -89.887345 43.300607, -89.887451 43.307714, -89.897392 43.307787999999995, -89.89745099999999 43.315383999999995, -89.897807 43.316114, -89.896748 43.318895, -89.899318 43.323968, -89.899261 43.326347999999996))",55,21,970800,55021970800,694,296,15308996,13597199,5924,2535,130441410,127495431,5605,2692,128435708,122928878,11.72,11.68,11.74,10.66,12.38,11.0,11.92,11.06,55021970800,55021,2021-12-08T20:00:00Z,706,55021,high
