,geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows
29247,51820003400,51660000302,-78.90918564907355,38.07641323604379,-78.89373008024792,38.427199804526495,12/21/20 - 12/27/20,4,79.0
29248,51820003400,51660000203,-78.90918564907355,38.07641323604379,-78.89449852404343,38.40820685125586,12/21/20 - 12/27/20,4,79.0
29249,51820003400,51171040800,-78.90918564907355,38.07641323604379,-78.6751346014497,38.67976179893604,12/21/20 - 12/27/20,4,79.0
29250,51820003400,51015071200,-78.90918564907355,38.07641323604379,-78.96754136843995,37.97838491641788,12/21/20 - 12/27/20,8,159.0
29251,51820003400,51171040600,-78.90918564907355,38.07641323604379,-78.60645480849742,38.82616179409926,12/21/20 - 12/27/20,4,79.0
29252,51820003400,51003011100,-78.90918564907355,38.07641323604379,-78.69480251635292,38.064469385131005,12/21/20 - 12/27/20,8,159.0
29253,51820003400,42101000402,-78.90918564907355,38.07641323604379,-75.1686952373546,39.95329732442564,12/21/20 - 12/27/20,4,79.0
29254,51820003400,42101980700,-78.90918564907355,38.07641323604379,-75.14443274320868,39.90897902401529,12/21/20 - 12/27/20,4,79.0
29255,51820003400,42099030100,-78.90918564907355,38.07641323604379,-77.13578365767259,40.54562344252531,12/21/20 - 12/27/20,4,79.0
29256,51820003400,51820003400,-78.90918564907355,38.07641323604379,-78.90918564907355,38.07641323604379,12/21/20 - 12/27/20,152,3035.0
29257,51820003400,51680000201,-78.90918564907355,38.07641323604379,-79.22991168602938,37.43098382582136,12/21/20 - 12/27/20,4,79.0
29258,51820003400,51790000500,-78.90918564907355,38.07641323604379,-79.0375336542203,38.16329298570288,12/21/20 - 12/27/20,8,159.0
29259,51820003400,51660000207,-78.90918564907355,38.07641323604379,-78.8692532191031,38.42532498040149,12/21/20 - 12/27/20,4,79.0
29260,51820003400,51540000700,-78.90918564907355,38.07641323604379,-78.49815118038704,38.04830719635013,12/21/20 - 12/27/20,12,239.0
29261,51820003400,51165011500,-78.90918564907355,38.07641323604379,-78.96460590152881,38.39005850432244,12/21/20 - 12/27/20,4,79.0
29262,51820003400,51003011303,-78.90918564907355,38.07641323604379,-78.49451490923835,38.00302081853904,12/21/20 - 12/27/20,8,159.0
29263,51820003400,51003011000,-78.90918564907355,38.07641323604379,-78.58639320067033,38.05968187027254,12/21/20 - 12/27/20,4,79.0
29264,51820003400,51003010903,-78.90918564907355,38.07641323604379,-78.50749957295223,38.03494269728851,12/21/20 - 12/27/20,4,79.0
29265,51820003400,51540000600,-78.90918564907355,38.07641323604379,-78.51094774086317,38.02841338769862,12/21/20 - 12/27/20,12,239.0
29266,51820003400,51680001800,-78.90918564907355,38.07641323604379,-79.23197685822197,37.37832646025648,12/21/20 - 12/27/20,4,79.0
29267,51820003400,51071930100,-78.90918564907355,38.07641323604379,-80.51766998729966,37.32995149307889,12/21/20 - 12/27/20,4,79.0
29268,51820003400,51820003100,-78.90918564907355,38.07641323604379,-78.88994824532945,38.06937063175965,12/21/20 - 12/27/20,180,3594.0
29269,51820003400,51165010400,-78.90918564907355,38.07641323604379,-78.71703641889478,38.55698063489593,12/21/20 - 12/27/20,4,79.0
29270,51820003400,51015071101,-78.90918564907355,38.07641323604379,-79.02018585792166,38.044934915416185,12/21/20 - 12/27/20,37,738.0
29271,51820003400,51790000400,-78.90918564907355,38.07641323604379,-79.06156408685786,38.17842140224265,12/21/20 - 12/27/20,4,79.0
29272,51820003400,51540000900,-78.90918564907355,38.07641323604379,-78.46044837461685,38.045813709148646,12/21/20 - 12/27/20,4,79.0
29273,51820003400,51540000302,-78.90918564907355,38.07641323604379,-78.4638894837757,38.02874089271637,12/21/20 - 12/27/20,8,159.0
29274,51820003400,51820003300,-78.90918564907355,38.07641323604379,-78.89256089667191,38.08632418833176,12/21/20 - 12/27/20,20,399.0
29275,51820003400,51790000200,-78.90918564907355,38.07641323604379,-79.0952131236506,38.14521988283735,12/21/20 - 12/27/20,8,159.0
29276,51820003400,51015071102,-78.90918564907355,38.07641323604379,-79.05881521014139,37.99449792244457,12/21/20 - 12/27/20,4,79.0
29277,51820003400,54067950600,-78.90918564907355,38.07641323604379,-80.68431791035606,38.20936147307837,12/21/20 - 12/27/20,4,79.0
