,ZCTA5_x,ZCTA5_y,visitor_flows_x,latitude,longitude,latitude_y,longitude_y
297,53527,53718,367,43.0748965,-89.18964299999999,43.0850514,-89.25622390000001
298,53527,53719,58,43.0748965,-89.18964299999999,43.0282084,-89.5214505
299,53527,53726,2,43.0748965,-89.18964299999999,43.06903430000001,-89.4245627
300,53527,53792,0,43.0748965,-89.18964299999999,43.0772547,-89.430773
301,53527,53911,0,43.0748965,-89.18964299999999,43.3084717,-89.3795835
302,53527,53925,0,43.0748965,-89.18964299999999,43.3447367,-89.0370477
303,53528,53508,0,43.1160103,-89.64399240000002,42.8824665,-89.5686271
304,53528,53515,9,43.1160103,-89.64399240000002,43.1163045,-89.7567693
305,53528,53516,0,43.1160103,-89.64399240000002,42.8052388,-89.9066314
306,53528,53517,10,43.1160103,-89.64399240000002,43.029068,-89.8224054
307,53528,53521,1,43.1160103,-89.64399240000002,42.8428148,-89.41746409999999
308,53528,53523,5,43.1160103,-89.64399240000002,42.9956897,-88.99880979999999
309,53528,53527,0,43.1160103,-89.64399240000002,43.0748965,-89.18964299999999
310,53528,53528,328,43.1160103,-89.64399240000002,43.1160103,-89.64399240000002
311,53528,53529,1,43.1160103,-89.64399240000002,43.2414003,-89.5025641
312,53528,53531,8,43.1160103,-89.64399240000002,43.0743333,-89.1134166
313,53528,53532,11,43.1160103,-89.64399240000002,43.2306919,-89.3037147
314,53528,53534,0,43.1160103,-89.64399240000002,42.8405704,-89.0752499
315,53528,53544,0,43.1160103,-89.64399240000002,42.8735021,-89.9159785
316,53528,53555,0,43.1160103,-89.64399240000002,43.3093378,-89.5686271
317,53528,53558,5,43.1160103,-89.64399240000002,43.007604,-89.294221
318,53528,53559,0,43.1160103,-89.64399240000002,43.15161519999999,-89.0752499
319,53528,53560,16,43.1160103,-89.64399240000002,43.1939017,-89.7942892
320,53528,53562,409,43.1160103,-89.64399240000002,43.1156039,-89.5308903
321,53528,53571,0,43.1160103,-89.64399240000002,43.2709121,-89.3594449
322,53528,53572,35,43.1160103,-89.64399240000002,42.9608139,-89.7192132
323,53528,53574,0,43.1160103,-89.64399240000002,42.8047254,-89.64399240000002
324,53528,53575,8,43.1160103,-89.64399240000002,42.9205564,-89.3795835
325,53528,53583,8,43.1160103,-89.64399240000002,43.2327288,-89.8692203
326,53528,53589,0,43.1160103,-89.64399240000002,42.9196358,-89.2277026
327,53528,53590,7,43.1160103,-89.64399240000002,43.1912263,-89.18964299999999
328,53528,53593,117,43.1160103,-89.64399240000002,42.999243,-89.5686271
329,53528,53597,22,43.1160103,-89.64399240000002,43.192794,-89.4553088
330,53528,53598,1,43.1160103,-89.64399240000002,43.2066938,-89.336925
331,53528,53703,36,43.1160103,-89.64399240000002,43.0833196,-89.3724769
332,53528,53704,16,43.1160103,-89.64399240000002,43.1438143,-89.35114949999999
333,53528,53705,129,43.1160103,-89.64399240000002,43.0716332,-89.46003689999999
334,53528,53706,16,43.1160103,-89.64399240000002,43.1054334,-89.42692869999999
335,53528,53711,87,43.1160103,-89.64399240000002,43.01563729999999,-89.4318454
336,53528,53713,29,43.1160103,-89.64399240000002,43.0324123,-89.3843206
337,53528,53714,1,43.1160103,-89.64399240000002,43.099931,-89.3084607
338,53528,53715,50,43.1160103,-89.64399240000002,43.0592056,-89.4008958
339,53528,53716,0,43.1160103,-89.64399240000002,43.0709333,-89.32743909999999
340,53528,53717,108,43.1160103,-89.64399240000002,43.0718858,-89.5167298
341,53528,53718,2,43.1160103,-89.64399240000002,43.0850514,-89.25622390000001
342,53528,53719,155,43.1160103,-89.64399240000002,43.0282084,-89.5214505
343,53528,53726,3,43.1160103,-89.64399240000002,43.06903430000001,-89.4245627
344,53528,53792,0,43.1160103,-89.64399240000002,43.0772547,-89.430773
345,53528,53911,0,43.1160103,-89.64399240000002,43.3084717,-89.3795835
346,53529,53508,0,43.2414003,-89.5025641,42.8824665,-89.5686271
347,53529,53515,0,43.2414003,-89.5025641,43.1163045,-89.7567693
348,53529,53516,0,43.2414003,-89.5025641,42.8052388,-89.9066314
349,53529,53517,0,43.2414003,-89.5025641,43.029068,-89.8224054
350,53529,53521,0,43.2414003,-89.5025641,42.8428148,-89.41746409999999
351,53529,53523,0,43.2414003,-89.5025641,42.9956897,-88.99880979999999
352,53529,53527,2,43.2414003,-89.5025641,43.0748965,-89.18964299999999
353,53529,53528,0,43.2414003,-89.5025641,43.1160103,-89.64399240000002
354,53529,53529,16,43.2414003,-89.5025641,43.2414003,-89.5025641
355,53529,53531,0,43.2414003,-89.5025641,43.0743333,-89.1134166
356,53529,53532,161,43.2414003,-89.5025641,43.2306919,-89.3037147
357,53529,53534,0,43.2414003,-89.5025641,42.8405704,-89.0752499
358,53529,53544,0,43.2414003,-89.5025641,42.8735021,-89.9159785
359,53529,53555,4,43.2414003,-89.5025641,43.3093378,-89.5686271
360,53529,53558,1,43.2414003,-89.5025641,43.007604,-89.294221
361,53529,53559,1,43.2414003,-89.5025641,43.15161519999999,-89.0752499
362,53529,53560,0,43.2414003,-89.5025641,43.1939017,-89.7942892
363,53529,53562,25,43.2414003,-89.5025641,43.1156039,-89.5308903
364,53529,53571,2,43.2414003,-89.5025641,43.2709121,-89.3594449
365,53529,53572,1,43.2414003,-89.5025641,42.9608139,-89.7192132
366,53529,53574,0,43.2414003,-89.5025641,42.8047254,-89.64399240000002
